City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
115,Ponta Do Sol,PT,2021-10-18 00:26:59,32.6667,-17.1,74.71,60,85,2.44
116,Palu,ID,2021-10-18 00:27:00,-0.8917,119.8707,83.79,72,13,3.02
117,Pevek,RU,2021-10-18 00:27:00,69.7008,170.3133,8.02,95,86,4.23
118,Castro,BR,2021-10-18 00:26:58,-24.7911,-50.0119,56.62,98,100,8.81
119,Tres Lagoas,BR,2021-10-18 00:27:01,-20.7511,-51.6783,74.7,84,43,4.0
120,Caraquet,CA,2021-10-18 00:27:01,47.7941,-64.9386,57.34,98,100,13.49
121,Avera,US,2021-10-18 00:27:02,33.194,-82.5271,56.71,50,0,5.14
122,Powell River,CA,2021-10-18 00:27:02,49.8496,-124.5361,51.12,100,75,6.91
123,Grand Baie,MU,2021-10-18 00:27:03,-20.0182,57.5802,73.45,77,21,5.99
124,Hamilton,US,2021-10-18 00:27:03,39.1834,-84.5333,58.77,68,1,1.01
125,Alta Floresta,BR,2021-10-18 00:27:04,-9.8756,-56.0861,69.91,97,95,4.0
126,Sheridan,US,2021-10-18 00:22:47,44.8333,-106.9173,64.58,44,1,1.99
127,Fairview,US,2021-10-18 00:27:04,40.8126,-73.999,56.48,72,1,8.99
128,Sao Filipe,CV,2021-10-18 00:27:05,14.8961,-24.4956,79.07,75,1,5.53
129,Bethel,US,2021-10-18 00:26:42,41.3712,-73.414,56.01,82,1,5.75
130,Santiago,CL,2021-10-18 00:25:10,-33.4569,-70.6483,67.15,35,0,12.66
131,Saldanha,ZA,2021-10-18 00:27:06,-33.0117,17.9442,51.85,74,0,13.85
132,Gorontalo,ID,2021-10-18 00:27:06,0.5412,123.0595,83.8,73,67,0.43
133,Vostok,RU,2021-10-18 00:27:07,46.4856,135.8833,27.05,39,12,4.88
134,Lowicz,PL,2021-10-18 00:27:07,52.1071,19.9453,48.4,72,100,10.94
135,Viedma,AR,2021-10-18 00:27:08,-40.8135,-62.9967,49.95,61,0,5.68
136,Qaqortoq,GL,2021-10-18 00:27:08,60.7167,-46.0333,34.3,77,99,2.39
137,Cherskiy,RU,2021-10-18 00:27:08,68.75,161.3,-7.08,99,100,2.98
138,Raymond,US,2021-10-18 00:27:09,43.9015,-70.4703,52.2,83,57,3.42
139,Majene,ID,2021-10-18 00:27:09,-3.5403,118.9707,82.27,76,100,2.35
140,Koslan,RU,2021-10-18 00:27:10,63.4564,48.8989,37.31,76,100,11.3
141,Mineiros,BR,2021-10-18 00:27:10,-17.5694,-52.5511,71.74,85,44,2.93
142,Griffith,US,2021-10-18 00:27:11,41.5284,-87.4237,59.92,69,1,0.0
143,Peruibe,BR,2021-10-18 00:27:11,-24.32,-46.9983,65.68,93,100,6.22
144,Erzin,TR,2021-10-18 00:27:12,36.9559,36.2,64.92,87,14,3.89
145,Onega,RU,2021-10-18 00:27:12,63.9061,38.1404,36.1,97,100,7.65
146,Martapura,ID,2021-10-18 00:27:12,-3.4167,114.85,77.09,94,20,5.75
147,Chuy,UY,2021-10-18 00:27:13,-33.6971,-53.4616,51.53,72,2,6.38
148,Anicuns,BR,2021-10-18 00:27:13,-16.4611,-49.9617,74.37,71,97,6.02
149,Ballina,AU,2021-10-18 00:27:14,-28.8667,153.5667,77.77,64,75,13.8
150,Adre,TD,2021-10-18 00:27:14,13.4667,22.2,76.73,29,29,6.69
151,Norman Wells,CA,2021-10-18 00:27:14,65.282,-126.8329,28.44,86,90,0.0
152,Esperance,AU,2021-10-18 00:27:15,-33.8667,121.9,64.24,75,2,7.34
153,Talara,PE,2021-10-18 00:27:15,-4.5772,-81.2719,64.98,90,70,13.51
154,San Quintin,MX,2021-10-18 00:27:16,30.4833,-115.95,69.28,62,62,10.94
155,Ligayan,PH,2021-10-18 00:27:16,4.6533,119.4706,83.53,75,44,6.91
156,Maniitsoq,GL,2021-10-18 00:27:17,65.4167,-52.9,32.59,43,0,8.23
157,Flinders,AU,2021-10-18 00:27:18,-34.5833,150.8552,74.37,50,21,3.0
158,Joao Pinheiro,BR,2021-10-18 00:27:18,-17.7425,-46.1725,73.53,74,87,2.06
159,Labuhan,ID,2021-10-18 00:27:18,-6.8844,112.2051,83.66,73,98,7.11
160,The Valley,AI,2021-10-18 00:27:19,18.217,-63.0578,84.06,70,21,1.77
161,Cidreira,BR,2021-10-18 00:27:19,-30.1811,-50.2056,60.84,79,51,11.54
162,Magistralnyy,RU,2021-10-18 00:27:19,56.1725,107.4458,22.35,95,37,2.62
163,Ribeira Grande,PT,2021-10-18 00:27:20,38.5167,-28.7,70.18,85,24,16.35
164,Vestmannaeyjar,IS,2021-10-18 00:27:20,63.4427,-20.2734,43.02,85,100,39.1
165,Corn Island,NI,2021-10-18 00:27:21,12.1694,-83.0418,83.57,72,24,7.7
166,Simao,CN,2021-10-18 00:27:21,22.7886,100.9748,58.28,84,89,1.52
167,Nishihara,JP,2021-10-18 00:27:22,26.1842,127.7558,76.28,61,75,17.27
168,Ouadda,CF,2021-10-18 00:27:22,8.0777,22.4007,68.59,91,80,2.15
169,Ongandjera,NA,2021-10-18 00:27:22,-17.8833,15.0667,66.56,20,16,11.21
170,Vestmanna,FO,2021-10-18 00:27:23,62.1564,-7.1664,45.52,100,90,21.85
